County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP","% Vaccinated:
DTaP","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR","% Vaccinated:
MMR","# Vaccinated:
HepB","% Vaccinated:
HepB","# Vaccinated:
HepA","% Vaccinated:
HepA","# Vaccinated:
Hib","% Vaccinated:
Hib","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP","% Exemption:
DTaP","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
MMR","% Exemption:
MMR","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Exemption:
Hib","% Exemption:
Hib","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted,"# Children
<18 Months"
Jefferson,Chiquitines DayCare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,Culver Christian Preschool,PRESCHOOL / CHILD CARE / HEAD START,16,15,94%,16,100%,16,100%,16,100%,15,94%,16,100%,16,100%,14,88%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jefferson,High Desert ESD- Jefferson Co,PRESCHOOL / CHILD CARE / HEAD START,23,22,96%,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,22,96%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,57,0
Jefferson,Little Red Preschool,PRESCHOOL / CHILD CARE / HEAD START,12,11,92%,12,100%,12,100%,12,100%,11,92%,12,100%,12,100%,11,92%,1,8%,1,8%,0,0%,0,0%,0,0%,1,8%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jefferson,Madras High School Child Care Center,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,"Mid-Columbia Children's Council, Inc.",PRESCHOOL / CHILD CARE / HEAD START,36,35,97%,36,100%,36,100%,36,100%,36,100%,36,100%,36,100%,35,97%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jefferson,Miss Tams Little Tykes,PRESCHOOL / CHILD CARE / HEAD START,17,15,88%,16,94%,15,88%,16,94%,15,88%,14,82%,16,94%,14,82%,3,18%,2,12%,1,6%,2,12%,1,6%,2,12%,3,18%,1,6%,1,6%,0,0%,0,0%,1,0
Jefferson,Mountain Star Family Relief Nursery,PRESCHOOL / CHILD CARE / HEAD START,21,19,90%,19,90%,20,95%,20,95%,19,90%,19,90%,20,95%,19,90%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,0,0%,0,0%,0,4
Jefferson,Warm Springs Early Childhood Education,PRESCHOOL / CHILD CARE / HEAD START,30,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,72,17
Jefferson,Warm Springs Early Head Start,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,5,2
Jefferson,Warm Springs Head Start,PRESCHOOL / CHILD CARE / HEAD START,121,121,100%,121,100%,121,100%,121,100%,121,100%,121,100%,121,100%,121,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Josephine,A Place for Children,PRESCHOOL / CHILD CARE / HEAD START,32,29,91%,30,94%,30,94%,30,94%,30,94%,30,94%,30,94%,29,91%,2,6%,1,3%,1,3%,1,3%,1,3%,2,6%,2,6%,2,6%,1,3%,0,0%,0,0%,5,5
Josephine,Brighton Academy,PRESCHOOL / CHILD CARE / HEAD START,13,12,92%,12,92%,12,92%,12,92%,12,92%,12,92%,12,92%,12,92%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,0,0%,0,0%,0,0
Josephine,Busy Bee Child Care,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine,Caring for Kids Early Learning Center,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine,CHERISHED FOOTSTEPS PRESCHOOL & DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,43,42,98%,42,98%,42,98%,42,98%,42,98%,42,98%,42,98%,42,98%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,0,0%,0,0%,20,0
Josephine,Community Christian Academy,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine,Critter Campus  A STREET LOCATION,PRESCHOOL / CHILD CARE / HEAD START,16,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,0
Josephine,Critter Campus Preschool & Childcare 725 SW 5th St,PRESCHOOL / CHILD CARE / HEAD START,17,15,88%,15,88%,15,88%,15,88%,15,88%,15,88%,15,88%,15,88%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,2,12%,0,0%,0,0%,1,0
Josephine,Dome School,PRESCHOOL / CHILD CARE / HEAD START,12,5,42%,5,42%,4,33%,5,42%,4,33%,5,42%,5,42%,4,33%,8,67%,7,58%,7,58%,8,67%,7,58%,7,58%,6,50%,7,58%,6,50%,0,0%,0,0%,0,0
Josephine,Family Nurturing Center,PRESCHOOL / CHILD CARE / HEAD START,16,15,94%,15,94%,15,94%,15,94%,15,94%,15,94%,10,63%,10,63%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,0,0
Josephine,IMAGINE THAT #2 - CREATIVE CHILDREN CENTERS  JEROM,PRESCHOOL / CHILD CARE / HEAD START,48,36,75%,36,75%,36,75%,36,75%,36,75%,36,75%,36,75%,36,75%,12,25%,12,25%,12,25%,12,25%,12,25%,12,25%,12,25%,12,25%,12,25%,0,0%,0,0%,0,5
Josephine,Imagine That....Creative Children's Center  Studio,PRESCHOOL / CHILD CARE / HEAD START,15,9,60%,9,60%,9,60%,9,60%,9,60%,9,60%,9,60%,9,60%,5,33%,5,33%,5,33%,5,33%,5,33%,5,33%,5,33%,5,33%,5,33%,0,0%,1,7%,0,0
Josephine,Kids Kastle Day Care - Greenwood,PRESCHOOL / CHILD CARE / HEAD START,19,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,13,4
Josephine,Kids Kastle Day care & Preschool - Fruitdale site,PRESCHOOL / CHILD CARE / HEAD START,29,29,100%,29,100%,29,100%,29,100%,29,100%,29,100%,29,100%,29,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,13,1
Josephine,Little People's Preschool & Daycare,PRESCHOOL / CHILD CARE / HEAD START,45,44,98%,44,98%,44,98%,44,98%,44,98%,44,98%,44,98%,44,98%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,0,0%,0,0%,21,0
Josephine,Little Scholars Preschool,PRESCHOOL / CHILD CARE / HEAD START,20,17,85%,17,85%,17,85%,17,85%,17,85%,17,85%,17,85%,17,85%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,3,15%,0,0%,0,0%,0,9
Josephine,Little Sprouts Preschool,PRESCHOOL / CHILD CARE / HEAD START,48,43,90%,43,90%,43,90%,43,90%,43,90%,43,90%,43,90%,43,90%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,0,0%,0,0%,2,0
Josephine,Madrone Adventist Elementary School,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine,Matthews Munchkins,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josephine,"Miss Heather's Preschool, Daycare & After School C",PRESCHOOL / CHILD CARE / HEAD START,32,32,100%,32,100%,32,100%,32,100%,32,100%,32,100%,32,100%,32,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,0
Josephine,Ms. Shelley's Preschool & Early Learning Center,PRESCHOOL / CHILD CARE / HEAD START,58,56,97%,56,97%,56,97%,56,97%,56,97%,56,97%,56,97%,56,97%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,0,0%,0,0%,0,7
Josephine,New Hope Christian School,PRESCHOOL / CHILD CARE / HEAD START,14,13,93%,13,93%,13,93%,13,93%,13,93%,13,93%,13,93%,13,93%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,0,0%,0,0%,0,0
Josephine,River Valley Child Care and Preschool,PRESCHOOL / CHILD CARE / HEAD START,61,59,97%,60,98%,59,97%,60,98%,60,98%,59,97%,60,98%,59,97%,2,3%,1,2%,0,0%,1,2%,0,0%,1,2%,1,2%,0,0%,0,0%,0,0%,0,0%,4,5
Josephine,Seeds of Greatness,PRESCHOOL / CHILD CARE / HEAD START,15,11,73%,12,80%,12,80%,11,73%,11,73%,10,67%,13,87%,8,53%,7,47%,4,27%,3,20%,3,20%,4,27%,4,27%,5,33%,2,13%,0,0%,0,0%,0,0%,4,0
Josephine,SOESD Early CHildhood Services,PRESCHOOL / CHILD CARE / HEAD START,172,157,91%,160,93%,159,92%,159,92%,159,92%,158,92%,159,92%,157,91%,9,5%,9,5%,9,5%,9,5%,9,5%,9,5%,9,5%,9,5%,9,5%,1,1%,0,0%,127,0
Josephine,Southern Oregon Early Head Start,PRESCHOOL / CHILD CARE / HEAD START,59,43,73%,52,88%,51,86%,52,88%,50,85%,51,86%,27,46%,27,46%,4,7%,4,7%,4,7%,4,7%,4,7%,4,7%,4,7%,4,7%,4,7%,0,0%,0,0%,0,9
Josephine,Southern Oregon Head Start - Josephine County,PRESCHOOL / CHILD CARE / HEAD START,330,303,92%,309,94%,309,94%,311,94%,309,94%,312,95%,318,96%,303,92%,25,8%,23,7%,25,8%,23,7%,25,8%,20,6%,24,7%,23,7%,20,6%,0,0%,0,0%,0,0
Josephine,ST. ANNES CATHOLIC SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,22,21,95%,21,95%,21,95%,21,95%,21,95%,21,95%,21,95%,21,95%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0
Josephine,The Playground Early Learning Center,PRESCHOOL / CHILD CARE / HEAD START,28,25,89%,25,89%,25,89%,25,89%,25,89%,25,89%,25,89%,25,89%,3,11%,3,11%,3,11%,3,11%,3,11%,3,11%,3,11%,3,11%,3,11%,0,0%,0,0%,0,6
Josephine,Tinkerbell Preschool  Site:  223 SE M Street,PRESCHOOL / CHILD CARE / HEAD START,30,24,80%,23,77%,24,80%,24,80%,23,77%,23,77%,24,80%,23,77%,7,23%,6,20%,7,23%,6,20%,6,20%,7,23%,7,23%,6,20%,6,20%,0,0%,0,0%,0,0
Josephine,Tiny Footsteps,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,9,75%,9,75%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,2
Josephine,Vineyard Christian School,PRESCHOOL / CHILD CARE / HEAD START,18,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,0,0%,0,0%,0,0
Josephine,Wee Care Family Day Care,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,Early Childhood Intervention,PRESCHOOL / CHILD CARE / HEAD START,18,17,94%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,17,94%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,246,0
Klamath,Gosia's daycare,PRESCHOOL / CHILD CARE / HEAD START,16,13,81%,13,81%,13,81%,13,81%,13,81%,13,81%,13,81%,13,81%,3,19%,3,19%,3,19%,3,19%,3,19%,3,19%,3,19%,3,19%,3,19%,0,0%,0,0%,0,0
Klamath,Great Expectations Preschool,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,Hosanna Christian School,PRESCHOOL / CHILD CARE / HEAD START,36,33,92%,33,92%,33,92%,33,92%,33,92%,33,92%,33,92%,33,92%,3,8%,3,8%,3,8%,3,8%,3,8%,3,8%,3,8%,3,8%,3,8%,0,0%,0,0%,0,0
Klamath,Juncos & Junipers,PRESCHOOL / CHILD CARE / HEAD START,21,16,76%,16,76%,14,67%,17,81%,15,71%,14,67%,17,81%,3,14%,7,33%,5,24%,5,24%,7,33%,4,19%,6,29%,7,33%,4,19%,4,19%,0,0%,0,0%,0,0
Klamath,Klamath County Family YMCA,PRESCHOOL / CHILD CARE / HEAD START,76,76,100%,76,100%,76,100%,76,100%,76,100%,76,100%,76,100%,76,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Klamath,Klamath County School District Child Care Center,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,Klamath Family Headstart,PRESCHOOL / CHILD CARE / HEAD START,315,311,99%,313,99%,315,100%,315,100%,314,100%,306,97%,306,97%,304,97%,11,3%,4,1%,1,0%,0,0%,1,0%,3,1%,4,1%,1,0%,0,0%,0,0%,0,0%,40,5
Klamath,Klamath Kid Center,PRESCHOOL / CHILD CARE / HEAD START,55,54,98%,54,98%,54,98%,54,98%,54,98%,54,98%,54,98%,54,98%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,1,2%,0,0%,0,0%,37,18
Klamath,Little Swans Child Care,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,Malin Community Preschool,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Klamath,Miss Muffett's Cadence Academy Pre-School,PRESCHOOL / CHILD CARE / HEAD START,48,46,96%,46,96%,46,96%,46,96%,46,96%,46,96%,46,96%,46,96%,2,4%,1,2%,1,2%,2,4%,1,2%,2,4%,2,4%,2,4%,1,2%,0,0%,0,0%,14,9
Klamath,New Bly Preschool,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,Oregon Child Development Coalition,PRESCHOOL / CHILD CARE / HEAD START,76,76,100%,76,100%,76,100%,76,100%,76,100%,76,100%,76,100%,76,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,0
Klamath,Our Place to Grow,PRESCHOOL / CHILD CARE / HEAD START,83,80,96%,80,96%,80,96%,80,96%,80,96%,80,96%,80,96%,80,96%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,0,0%,0,0%,0,9
Klamath,Pelican Babies Child Care Center,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klamath,Pelican Gathering,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Klamath,Shasta Way Christian Preschool,PRESCHOOL / CHILD CARE / HEAD START,32,31,97%,30,94%,30,94%,30,94%,31,97%,32,100%,31,97%,30,94%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Klamath,Tiny Hopefuls,PRESCHOOL / CHILD CARE / HEAD START,29,28,97%,28,97%,28,97%,28,97%,28,97%,28,97%,28,97%,28,97%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0
Klamath,Triad School,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lake,Adel School,PRESCHOOL / CHILD CARE / HEAD START,10,8,80%,8,80%,8,80%,9,90%,8,80%,8,80%,8,80%,8,80%,1,10%,0,0%,0,0%,1,10%,0,0%,1,10%,1,10%,1,10%,0,0%,0,0%,0,0%,0,0
Lake,Klamath Family Head Start - Lakeview Site,PRESCHOOL / CHILD CARE / HEAD START,40,40,100%,40,100%,40,100%,40,100%,40,100%,40,100%,40,100%,40,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lake,LITTLE ONES CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,23,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,23,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lane, Little French School,PRESCHOOL / CHILD CARE / HEAD START,29,27,93%,27,93%,27,93%,27,93%,26,90%,26,90%,27,93%,26,90%,3,10%,2,7%,2,7%,2,7%,2,7%,3,10%,3,10%,2,7%,2,7%,0,0%,0,0%,0,0
Lane,ABC Beginnings CDC,PRESCHOOL / CHILD CARE / HEAD START,25,24,96%,24,96%,24,96%,24,96%,24,96%,24,96%,24,96%,24,96%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,4,4
Lane,"After School Club LLC, The",PRESCHOOL / CHILD CARE / HEAD START,29,29,100%,29,100%,29,100%,28,97%,29,100%,28,97%,29,100%,27,93%,2,7%,0,0%,0,0%,0,0%,1,3%,0,0%,1,3%,0,0%,0,0%,0,0%,0,0%,0,2
Lane,Allison Park Christian Day Care Center,PRESCHOOL / CHILD CARE / HEAD START,16,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lane,Amazon Community Center Preschool,PRESCHOOL / CHILD CARE / HEAD START,48,45,94%,45,94%,45,94%,45,94%,45,94%,45,94%,45,94%,45,94%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,3,6%,0,0%,0,0%,0,0
Lane,Anchor Inn Daycare,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,2
Lane,Angel's Daycare,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,0
Lane,Applegate Community Preschool and Childcare,PRESCHOOL / CHILD CARE / HEAD START,15,14,93%,14,93%,14,93%,14,93%,14,93%,14,93%,14,93%,14,93%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,1,7%,0,0%,0,0%,9,3
Lane,Ascensions Child Development Program,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Auntie Nica's House,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Aurora Mellin,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Baby Club Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Baby Steps,PRESCHOOL / CHILD CARE / HEAD START,44,44,100%,44,100%,44,100%,44,100%,44,100%,44,100%,44,100%,44,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,10
Lane,Bethesda Preschool,PRESCHOOL / CHILD CARE / HEAD START,76,73,96%,73,96%,73,96%,73,96%,73,96%,72,95%,73,96%,72,95%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,0,0%,0,0%,0,0
Lane,Big Little School,PRESCHOOL / CHILD CARE / HEAD START,49,45,92%,44,90%,42,86%,44,90%,45,92%,44,90%,46,94%,42,86%,7,14%,4,8%,5,10%,7,14%,5,10%,4,8%,5,10%,3,6%,3,6%,0,0%,0,0%,0,0
Lane,Blessings Manor,PRESCHOOL / CHILD CARE / HEAD START,16,15,94%,15,94%,15,94%,15,94%,15,94%,15,94%,15,94%,15,94%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,6,1
Lane,Bohemia Preschool Promise,PRESCHOOL / CHILD CARE / HEAD START,19,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lane,Brandt Family Childcare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Bright Beginnings Christian Preschool,PRESCHOOL / CHILD CARE / HEAD START,31,30,97%,30,97%,30,97%,30,97%,30,97%,30,97%,30,97%,30,97%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0
Lane,Building Blocks Christian Childcare & Preschool,PRESCHOOL / CHILD CARE / HEAD START,68,67,99%,68,100%,68,100%,68,100%,68,100%,67,99%,67,99%,67,99%,1,1%,1,1%,0,0%,0,0%,0,0%,0,0%,1,1%,1,1%,0,0%,0,0%,0,0%,63,0
Lane,Building Blocks Developmental Daycare,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,2
Lane,Busy Bee Academy,PRESCHOOL / CHILD CARE / HEAD START,42,42,100%,42,100%,42,100%,42,100%,42,100%,42,100%,42,100%,42,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lane,Busy Bees Preschool,PRESCHOOL / CHILD CARE / HEAD START,52,52,100%,52,100%,52,100%,52,100%,52,100%,52,100%,52,100%,52,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Lane,Cannon Childcare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Central Little School,PRESCHOOL / CHILD CARE / HEAD START,24,22,92%,22,92%,22,92%,22,92%,21,88%,22,92%,22,92%,21,88%,3,13%,2,8%,2,8%,2,8%,2,8%,3,13%,2,8%,2,8%,2,8%,0,0%,0,0%,0,0
Lane,Children's Choice Montessori - 5th Street,PRESCHOOL / CHILD CARE / HEAD START,14,10,71%,10,71%,10,71%,10,71%,10,71%,10,71%,10,71%,10,71%,4,29%,4,29%,4,29%,4,29%,4,29%,4,29%,4,29%,4,29%,4,29%,0,0%,0,0%,0,0
Lane,Children's Choice Montessori-W 10th,PRESCHOOL / CHILD CARE / HEAD START,21,18,86%,18,86%,18,86%,18,86%,18,86%,18,86%,18,86%,18,86%,3,14%,3,14%,3,14%,3,14%,3,14%,3,14%,3,14%,3,14%,3,14%,0,0%,0,0%,0,0
Lane,Children's Corner Montessori Preschool,PRESCHOOL / CHILD CARE / HEAD START,40,39,98%,39,98%,39,98%,39,98%,39,98%,39,98%,39,98%,39,98%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0
Lane,Children's Program @ Willamette Family Treatment C,PRESCHOOL / CHILD CARE / HEAD START,13,11,85%,12,92%,12,92%,12,92%,12,92%,12,92%,12,92%,11,85%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,21
Lane,City of Eugene Sheldon Community Center,PRESCHOOL / CHILD CARE / HEAD START,79,76,96%,76,96%,76,96%,76,96%,76,96%,76,96%,76,96%,76,96%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,3,4%,0,0%,0,0%,0,0
Lane,College Hill Blessings,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane,Congregational Preschool,PRESCHOOL / CHILD CARE / HEAD START,87,85,98%,85,98%,85,98%,85,98%,85,98%,85,98%,85,98%,85,98%,2,2%,2,2%,2,2%,2,2%,2,2%,2,2%,2,2%,2,2%,2,2%,0,0%,0,0%,0,0
