County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP","% Vaccinated:
DTaP","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR","% Vaccinated:
MMR","# Vaccinated:
HepB","% Vaccinated:
HepB","# Vaccinated:
HepA","% Vaccinated:
HepA","# Vaccinated:
Hib","% Vaccinated:
Hib","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP","% Exemption:
DTaP","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
MMR","% Exemption:
MMR","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Exemption:
Hib","% Exemption:
Hib","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted,"# Children
<18 Months"
Hood River,HRVHS Childcare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood River,Laurie's Little People,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood River,Linda Mooney's Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood River,Little Feet Co-op Preschool,PRESCHOOL / CHILD CARE / HEAD START,27,24,89%,26,96%,26,96%,26,96%,26,96%,25,93%,23,85%,20,74%,2,7%,1,4%,1,4%,1,4%,1,4%,1,4%,2,7%,1,4%,1,4%,0,0%,0,0%,0,0
Hood River,Little Learners Pre-School,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,26,100%,25,96%,25,96%,26,100%,26,100%,26,100%,25,96%,1,4%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Hood River,Little Sprouts Preschool At Westside,PRESCHOOL / CHILD CARE / HEAD START,26,24,92%,24,92%,24,92%,24,92%,24,92%,24,92%,24,92%,24,92%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,2,8%,0,0%,0,0%,0,0
Hood River,Mid Columbia Children's Council -  Belmont,PRESCHOOL / CHILD CARE / HEAD START,38,38,100%,38,100%,38,100%,38,100%,38,100%,38,100%,38,100%,38,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Hood River,Mid Valley Bilingual Preschool,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Hood River,Mid-Columbia Adventist School,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood River,Mid-Columbia Children's Council - Parkdale,PRESCHOOL / CHILD CARE / HEAD START,18,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,0,0%,0,0%,0,0
Hood River,"Mid-Columbia Children's Council, Inc. - Country Cl",PRESCHOOL / CHILD CARE / HEAD START,55,55,100%,55,100%,54,98%,55,100%,55,100%,55,100%,55,100%,54,98%,1,2%,0,0%,0,0%,1,2%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,7
Hood River,New Vision School,PRESCHOOL / CHILD CARE / HEAD START,14,11,79%,11,79%,11,79%,11,79%,11,79%,11,79%,11,79%,11,79%,3,21%,3,21%,3,21%,3,21%,3,21%,3,21%,3,21%,3,21%,3,21%,0,0%,0,0%,0,0
Hood River,Oregon Child Development Coalition - Hood River,PRESCHOOL / CHILD CARE / HEAD START,37,37,100%,37,100%,37,100%,37,100%,37,100%,37,100%,37,100%,37,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,24
Hood River,Our Children's Place,PRESCHOOL / CHILD CARE / HEAD START,19,18,95%,16,84%,18,95%,18,95%,16,84%,16,84%,16,84%,16,84%,3,16%,1,5%,3,16%,1,5%,1,5%,3,16%,3,16%,3,16%,1,5%,0,0%,0,0%,0,0
Hood River,Rachel's Corner,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,7
Hood River,Roots School and Makery,PRESCHOOL / CHILD CARE / HEAD START,59,57,97%,54,92%,50,85%,57,97%,51,86%,50,85%,54,92%,46,78%,9,15%,3,5%,5,8%,5,8%,5,8%,6,10%,5,8%,3,5%,3,5%,0,0%,0,0%,0,9
Hood River,Smart E Pants,PRESCHOOL / CHILD CARE / HEAD START,21,21,100%,21,100%,20,95%,21,100%,20,95%,20,95%,20,95%,19,90%,2,10%,0,0%,0,0%,1,5%,0,0%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0%,0,0
Hood River,Sunflower School,PRESCHOOL / CHILD CARE / HEAD START,18,13,72%,13,72%,14,78%,15,83%,14,78%,15,83%,15,83%,12,67%,6,33%,6,33%,5,28%,4,22%,3,17%,5,28%,6,33%,6,33%,2,11%,0,0%,0,0%,0,0
Hood River,Tonja and Kathy's Daycare,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,3
Hood River,Where The Heart Is,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,3
Jackson,123 ALL ABOUT ME #1,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,123 ALL ABOUT ME #2,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,Academia Aquilitas Preschool,PRESCHOOL / CHILD CARE / HEAD START,32,32,100%,31,97%,32,100%,32,100%,30,94%,32,100%,32,100%,30,94%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,ACTIVE LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,0
Jackson,ADVENTURES IN ACADEMICS DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,ADVENTURES IN LEARNING CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,21,18,86%,18,86%,17,81%,17,81%,18,86%,18,86%,18,86%,17,81%,4,19%,3,14%,3,14%,4,19%,4,19%,3,14%,3,14%,3,14%,3,14%,0,0%,0,0%,0,0
Jackson,Alegres Sonrisas,PRESCHOOL / CHILD CARE / HEAD START,13,9,69%,9,69%,9,69%,9,69%,9,69%,9,69%,9,69%,9,69%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,0,0%,0,0%,0,0
Jackson,AMERICA'S BEST KIDS PRIVATE SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,28,27,96%,27,96%,28,100%,28,100%,27,96%,27,96%,27,96%,27,96%,1,4%,1,4%,0,0%,0,0%,0,0%,1,4%,1,4%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,ANIMAL HOUSE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,41,36,88%,36,88%,36,88%,36,88%,36,88%,36,88%,36,88%,36,88%,4,10%,4,10%,4,10%,4,10%,4,10%,4,10%,4,10%,4,10%,4,10%,0,0%,1,2%,0,0
Jackson,ASHLAND PLAY RIGHT CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,13,8,62%,8,62%,8,62%,8,62%,8,62%,8,62%,8,62%,8,62%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,4,31%,0,0%,1,8%,9,0
Jackson,BELMONT PARK CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,BLOSSOM HILLS CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,78,77,99%,77,99%,76,97%,77,99%,76,97%,77,99%,74,95%,74,95%,3,4%,1,1%,1,1%,2,3%,1,1%,2,3%,1,1%,1,1%,1,1%,0,0%,0,0%,0,19
Jackson,BRENDA'S BLESSINGS CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,BUTTERFLY HOUSE,PRESCHOOL / CHILD CARE / HEAD START,17,12,71%,12,71%,12,71%,12,71%,12,71%,12,71%,12,71%,12,71%,5,29%,5,29%,5,29%,5,29%,5,29%,5,29%,5,29%,5,29%,5,29%,0,0%,0,0%,0,0
Jackson,Candy's Childcare,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,3
Jackson,CHILDREN'S WORLD MONTESSORI-MAIN ST (Toddler),PRESCHOOL / CHILD CARE / HEAD START,29,16,55%,16,55%,16,55%,16,55%,16,55%,16,55%,16,55%,16,55%,13,45%,13,45%,13,45%,13,45%,13,45%,13,45%,13,45%,13,45%,13,45%,0,0%,0,0%,0,0
Jackson,CRAZYDAYZ DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,18,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,0
Jackson,DISCOVERY CORNER SCHOOL OF EARLY LEARNING,PRESCHOOL / CHILD CARE / HEAD START,35,30,86%,29,83%,30,86%,30,86%,27,77%,30,86%,30,86%,27,77%,5,14%,4,11%,4,11%,3,9%,5,14%,3,9%,1,3%,2,6%,0,0%,0,0%,0,0%,0,11
Jackson,DISCOVERY PRESCHOOL-MEDFORD PARKS & RECREATION,PRESCHOOL / CHILD CARE / HEAD START,42,36,86%,36,86%,36,86%,36,86%,36,86%,36,86%,36,86%,36,86%,6,14%,6,14%,6,14%,6,14%,6,14%,6,14%,6,14%,6,14%,6,14%,0,0%,0,0%,0,0
Jackson,Douglas ESD/ Jackson County EI/ECSE,PRESCHOOL / CHILD CARE / HEAD START,259,244,94%,243,94%,244,94%,247,95%,242,93%,243,94%,250,97%,237,92%,18,7%,15,6%,16,6%,15,6%,12,5%,17,7%,16,6%,9,3%,9,3%,0,0%,1,0%,393,0
Jackson,DREAMER'S PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,16,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,Early Head Start,PRESCHOOL / CHILD CARE / HEAD START,72,60,83%,63,88%,66,92%,66,92%,64,89%,66,92%,46,64%,46,64%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,0,23
Jackson,ESPIAL DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,FAMILY NURTURING CENTER,PRESCHOOL / CHILD CARE / HEAD START,111,98,88%,98,88%,98,88%,98,88%,98,88%,98,88%,98,88%,98,88%,13,12%,13,12%,13,12%,13,12%,13,12%,13,12%,13,12%,13,12%,13,12%,0,0%,0,0%,0,18
Jackson,Family Nurturing Center Phoenix,PRESCHOOL / CHILD CARE / HEAD START,29,27,93%,27,93%,27,93%,27,93%,26,90%,26,90%,22,76%,22,76%,3,10%,2,7%,2,7%,2,7%,2,7%,3,10%,3,10%,2,7%,2,7%,0,0%,0,0%,0,0
Jackson,GRACE CHRISTIAN,PRESCHOOL / CHILD CARE / HEAD START,55,50,91%,50,91%,50,91%,50,91%,50,91%,50,91%,50,91%,50,91%,5,9%,5,9%,5,9%,5,9%,5,9%,5,9%,5,9%,5,9%,5,9%,0,0%,0,0%,0,0
Jackson,GREAT BEGINNINGS CHILDCARE & PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,10,0
Jackson,HAPPY FACES,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,7,0
Jackson,HARVEST CHRISTIAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,32,94%,31,91%,31,91%,31,91%,31,91%,32,94%,31,91%,31,91%,3,9%,2,6%,3,9%,3,9%,3,9%,3,9%,2,6%,3,9%,2,6%,0,0%,0,0%,0,0
Jackson,Imagination Station,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,"Integrity DayCare, Inc.",PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,0
Jackson,"It's Learning Time, LLC",PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,KIDZ KORNER DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,10,9,90%,9,90%,9,90%,9,90%,9,90%,9,90%,9,90%,9,90%,1,10%,1,10%,1,10%,1,10%,1,10%,1,10%,1,10%,1,10%,1,10%,0,0%,0,0%,11,0
Jackson,KIDZ R US CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,10,91%,11,100%,11,100%,11,100%,10,91%,1,9%,0,0%,0,0%,0,0%,1,9%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,3,2
Jackson,Lil Monkeys ABC LLC,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,3
Jackson,LITTLE RED BARN MONTESSORI,PRESCHOOL / CHILD CARE / HEAD START,20,18,90%,18,90%,18,90%,18,90%,18,90%,18,90%,18,90%,18,90%,2,10%,2,10%,2,10%,2,10%,2,10%,2,10%,2,10%,2,10%,2,10%,0,0%,0,0%,0,0
Jackson,Little Sprouts Enrichment Center,PRESCHOOL / CHILD CARE / HEAD START,20,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,Little Trackers,PRESCHOOL / CHILD CARE / HEAD START,18,15,83%,17,94%,17,94%,17,94%,17,94%,17,94%,17,94%,15,83%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,6%,0,0%,0,8
Jackson,LIVING STONES PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,45,42,93%,42,93%,42,93%,42,93%,42,93%,42,93%,42,93%,42,93%,3,7%,3,7%,3,7%,3,7%,3,7%,3,7%,3,7%,3,7%,3,7%,0,0%,0,0%,0,5
Jackson,MARIA'S DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,Medford Montessori,PRESCHOOL / CHILD CARE / HEAD START,24,23,96%,23,96%,23,96%,23,96%,23,96%,23,96%,23,96%,23,96%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,0,0
Jackson,MEMORY LANE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,31,28,90%,29,94%,26,84%,26,84%,27,87%,25,81%,28,90%,24,77%,5,16%,2,6%,3,10%,4,13%,4,13%,3,10%,5,16%,3,10%,2,6%,0,0%,2,6%,0,0
Jackson,MICHELLE MARTIN'S CHILDCARE,PRESCHOOL / CHILD CARE / HEAD START,11,9,82%,9,82%,8,73%,9,82%,9,82%,9,82%,9,82%,8,73%,1,9%,0,0%,0,0%,1,9%,0,0%,0,0%,0,0%,0,0%,0,0%,2,18%,0,0%,1,1
Jackson,Mimi's Place,PRESCHOOL / CHILD CARE / HEAD START,11,9,82%,9,82%,9,82%,9,82%,9,82%,9,82%,9,82%,9,82%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,2,18%,0,0%,0,0%,3,0
Jackson,MUSTARD SEED School,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,25,96%,25,96%,25,96%,25,96%,25,96%,26,100%,25,96%,1,4%,0,0%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,0,0%,0,0%,23,0
Jackson,NEW DIMENSION CHRISTIAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,New Heights Christian School,PRESCHOOL / CHILD CARE / HEAD START,70,66,94%,65,93%,64,91%,66,94%,64,91%,66,94%,66,94%,62,89%,8,11%,4,6%,5,7%,6,9%,4,6%,6,9%,4,6%,4,6%,3,4%,0,0%,0,0%,0,0
Jackson,NEW HORIZON'S,PRESCHOOL / CHILD CARE / HEAD START,45,45,100%,45,100%,45,100%,45,100%,45,100%,45,100%,45,100%,45,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,27,0
Jackson,NORTH MEDFORD HS CDC,PRESCHOOL / CHILD CARE / HEAD START,27,26,96%,26,96%,26,96%,27,100%,26,96%,26,96%,26,96%,26,96%,1,4%,1,4%,1,4%,1,4%,0,0%,1,4%,1,4%,1,4%,0,0%,0,0%,0,0%,0,6
Jackson,OCDC-ASHLAND EARLY CHILDHOOD CARE AND EDUCATION CE,PRESCHOOL / CHILD CARE / HEAD START,124,122,98%,123,99%,123,99%,121,98%,121,98%,122,98%,122,98%,117,94%,7,6%,5,4%,5,4%,4,3%,4,3%,6,5%,6,5%,5,4%,4,3%,0,0%,0,0%,0,6
Jackson,PINE TREE PRESCHOOL AND DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,14,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,POMEGRANTE PRESCHOOL FOR THE ARTS,PRESCHOOL / CHILD CARE / HEAD START,19,15,79%,15,79%,15,79%,15,79%,15,79%,15,79%,15,79%,15,79%,4,21%,4,21%,4,21%,4,21%,4,21%,4,21%,4,21%,4,21%,4,21%,0,0%,0,0%,0,0
Jackson,QUALITY DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,RAINBOW'S END,PRESCHOOL / CHILD CARE / HEAD START,27,26,96%,26,96%,26,96%,26,96%,26,96%,26,96%,26,96%,26,96%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,0,0
Jackson,ROGUE VALLEY FAMILY YMCA PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,71,60,85%,58,82%,59,83%,59,83%,57,80%,59,83%,58,82%,57,80%,14,20%,11,15%,12,17%,12,17%,12,17%,13,18%,13,18%,12,17%,11,15%,0,0%,0,0%,1,0
Jackson,Rogue Valley Montessori Preschool,PRESCHOOL / CHILD CARE / HEAD START,20,14,70%,14,70%,14,70%,14,70%,14,70%,14,70%,14,70%,14,70%,6,30%,6,30%,6,30%,6,30%,6,30%,6,30%,6,30%,6,30%,6,30%,0,0%,0,0%,0,1
Jackson,ROOTS AND WINGS CHILD DEVELOPMENT,PRESCHOOL / CHILD CARE / HEAD START,52,42,81%,42,81%,42,81%,42,81%,42,81%,42,81%,42,81%,42,81%,10,19%,10,19%,10,19%,10,19%,10,19%,10,19%,10,19%,10,19%,10,19%,0,0%,0,0%,0,0
Jackson,SACRED HEART CATHOLIC SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,33,97%,34,100%,33,97%,33,97%,34,100%,33,97%,34,100%,33,97%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Jackson,SARAH CORSON CHILD CARE & LEARNING CNT,PRESCHOOL / CHILD CARE / HEAD START,38,36,95%,36,95%,36,95%,36,95%,36,95%,36,95%,36,95%,36,95%,2,5%,2,5%,2,5%,2,5%,2,5%,2,5%,2,5%,2,5%,2,5%,0,0%,0,0%,0,10
Jackson,SMALL STEPS CHILDCARE & PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,32,29,91%,28,88%,27,84%,27,84%,27,84%,27,84%,27,84%,27,84%,5,16%,3,9%,4,13%,5,16%,5,16%,5,16%,5,16%,5,16%,3,9%,0,0%,0,0%,8,0
Jackson,SO OREGON HEAD START,PRESCHOOL / CHILD CARE / HEAD START,678,611,90%,630,93%,634,94%,639,94%,636,94%,634,94%,665,98%,611,90%,67,10%,67,10%,48,7%,44,6%,39,6%,42,6%,44,6%,13,2%,13,2%,0,0%,0,0%,0,0
Jackson,SONSHINE EARLY LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,108,107,99%,107,99%,107,99%,107,99%,107,99%,107,99%,107,99%,107,99%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,99,13
Jackson,Sonshine Early Learning Center,PRESCHOOL / CHILD CARE / HEAD START,108,107,99%,107,99%,107,99%,107,99%,107,99%,107,99%,107,99%,107,99%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,99,13
Jackson,Southern Oregon Early Headstart,PRESCHOOL / CHILD CARE / HEAD START,72,71,99%,71,99%,71,99%,71,99%,71,99%,71,99%,71,99%,71,99%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,0,23
Jackson,ST JOHN LUTHERAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,23,19,83%,19,83%,19,83%,19,83%,19,83%,18,78%,20,87%,16,70%,5,22%,4,17%,4,17%,4,17%,4,17%,4,17%,3,13%,1,4%,1,4%,0,0%,0,0%,0,0
Jackson,ST PETER LUTHERAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,19,18,95%,18,95%,18,95%,18,95%,18,95%,18,95%,18,95%,18,95%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0
Jackson,TERESA CASTILLO DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,18,1
Jackson,The Community Preschool at SOU,PRESCHOOL / CHILD CARE / HEAD START,24,20,83%,20,83%,20,83%,20,83%,20,83%,20,83%,20,83%,20,83%,4,17%,4,17%,4,17%,4,17%,4,17%,4,17%,4,17%,4,17%,4,17%,0,0%,0,0%,0,0
Jackson,The Learning Loft Preschool,PRESCHOOL / CHILD CARE / HEAD START,98,92,94%,92,94%,90,92%,92,94%,91,93%,92,94%,91,93%,89,91%,9,9%,6,6%,6,6%,8,8%,6,6%,7,7%,6,6%,7,7%,6,6%,0,0%,0,0%,0,0
Jackson,THE SECRET GARDEN,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,"Tree of Life Learning Center, LLC",PRESCHOOL / CHILD CARE / HEAD START,28,27,96%,27,96%,27,96%,27,96%,27,96%,27,96%,27,96%,27,96%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,1,4%,0,0%,0,0%,0,2
Jackson,WEE WATCH ' EM PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,WESTMINSTER CO-OP PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,63,59,94%,57,90%,57,90%,58,92%,57,90%,57,90%,58,92%,57,90%,6,10%,4,6%,6,10%,6,10%,5,8%,6,10%,6,10%,5,8%,4,6%,0,0%,0,0%,0,0
Jefferson,"Children's Learning Center, The",PRESCHOOL / CHILD CARE / HEAD START,137,135,99%,136,99%,137,100%,137,100%,136,99%,136,99%,136,99%,135,99%,1,1%,0,0%,1,1%,0,0%,0,0%,1,1%,1,1%,1,1%,0,0%,0,0%,0,0%,0,3
